"rank","artist","title","releaseYear","listHighestRank","listYear","listWeek","listNumWeeksBest","listNumWeeks","listType"
1623,"Boston","Don't Look Back",1978,12,1978,39,1,5,"top40"
1624,"The Rolling Stones","Midnight Rambler",1969,,,,,,""
1625,"Jeff Buckley","Grace",1994,,,,,,""
1626,"Jim Croce","I'll Have To Say I Love You In A Song",1974,29,1974,26,1,6,"top40"
1627,"The Temper Trap","Sweet Disposition",2009,32,2009,51,1,3,"top40"
1628,"Bob Dylan","Just Like A Woman",1966,30,1966,39,1,3,"top40"
1629,"Eric Clapton","Forever Man",1985,15,1985,16,1,8,"top40"
1630,"Johnny Cash","A Thing Called Love",1972,6,1972,17,2,10,"top40"
1631,"Richard Harris","MacArthur Park",1968,12,1968,34,2,9,"top40"
1632,"David Bowie","Wild Is The Wind",1976,,,,,,""
1633,"Barry McGuire","Eve Of Destruction",1965,3,1965,42,1,13,"top40"
1634,"Ultravox","Dancing With Tears In My Eyes",1984,6,1984,29,1,9,"top40"
1635,"Black Crowes","Hard To Handle",1990,11,1991,44,1,5,"tip"
1636,"Toontje Lager","Stiekem Gedanst",1983,8,1983,26,2,8,"top40"
1637,"Bruce Springsteen","Secret Garden",1995,31,1997,23,1,6,"top40"
1638,"De Staat","Fantastic Journey Of The Underground Man",2009,,,,,,""
1639,"Patrick Hernandez","Born To Be Alive",1979,5,1979,17,1,13,"top40"
1640,"Walk The Moon","Shut Up And Dance",2014,,,,,,""
1641,"Racoon","Brick By Brick",2014,18,2014,51,1,12,"top40"
1642,"Simply Red","Stars",1991,15,1992,2,1,6,"top40"
1643,"Santana feat. Rob Thomas","Smooth",1999,37,2000,25,2,2,"top40"
1644,"Michael Jackson","Wanna Be Startin' Something",1983,1,1983,31,2,10,"top40"
1645,"Emeli Sandé","Read All About It",2013,4,2013,23,1,21,"top40"
1646,"The Cars","Drive",1984,14,1985,43,1,12,"top40"
1647,"Kovacs","My Love",2015,5,2014,35,1,6,"tip"
1648,"Bad Company","Feel Like Making Love",1975,4,1975,43,1,6,"tip"
1649,"Tom Jones","Green Green Grass Of Home",1966,1,1967,1,2,21,"top40"
1650,"City To City","The Road Ahead",1999,1,1999,39,4,28,"top40"
1651,"Queen","Heaven For Everyone",1995,3,1995,45,2,7,"top40"
1652,"Charlie Daniels Band","The Devil Went Down To Georgia",1979,25,1979,48,1,4,"top40"
1653,"Eurythmics","There Must Be An Angel",1985,4,1985,36,2,12,"top40"
1654,"Foo Fighters","Wheels",2009,19,2009,46,1,5,"top40"
1655,"Beck","Loser",1994,21,1994,17,1,4,"top40"
1656,"Black Keys","Gold On The Ceiling",2011,,,,,,""
1657,"Orchestral Manoeuvres In The Dark","Enola Gay",1980,,,,,,""
1658,"Prince","Cross",1987,,,,,,""
1659,"Neil Diamond","Girl You'll Be A Woman Soon",1971,23,1971,43,1,4,"top40"
1660,"Hans de Booij","Annabel",1983,3,1983,34,3,12,"top40"
1661,"Robert Long","Kalverliefde",1974,,,,,,""
1662,"Gnarls Barkley","Crazy",2006,3,2006,27,6,24,"top40"
1663,"Michael Kiwanuka","Home Again",2012,,,,,,""
1664,"Them","Gloria",1967,5,1967,31,1,14,"top40"
1665,"Blackstreet Feat. Dr. Dre","No Diggity",1996,4,1996,46,2,15,"top40"
1666,"The Doobie Brothers","Long Train Runnin'",1973,12,1973,20,1,6,"top40"
1667,"Elton John","Tiny Dancer",1971,,,,,,""
1668,"Barry White","Let The Music Play",1976,27,1976,5,1,3,"top40"
1669,"Bob Marley & The Wailers","Get Up Stand Up",1973,33,1973,47,1,2,"top40"
1670,"Saybia","The Second You Sleep",2002,,,,,,""
1671,"Leonard Cohen","Take This Waltz",1988,,,,,,""
1672,"Bløf","Hemingway",2007,8,2006,20,2,11,"top40"
1673,"Bruno Mars","Locked Out Of Heaven",2012,5,2013,2,1,22,"top40"
1674,"Alphaville","Big In Japan",1984,2,1984,22,1,9,"top40"
1675,"Kanye West & Jay Z","Niggas In Paris",2011,37,2012,27,1,4,"top40"
1676,"Beyoncé","Run The World (Girls)",2011,25,2011,20,1,4,"top40"
1677,"The Kinks","Sunny Afternoon",1966,1,1966,29,4,12,"top40"
1678,"Sandy Coast","The Eyes Of Jenny",1981,11,1981,13,1,8,"top40"
1679,"Roxy Music","Love Is The Drug",1976,8,1976,17,1,10,"top40"
1680,"Foster The People","Pumped Up Kicks",2011,34,2011,29,2,5,"top40"
1681,"Simon & Garfunkel","Homeward Bound",1966,4,1966,18,2,13,"top40"
1682,"Jamiroquai","Virtual Insanity",1996,9,1996,41,1,6,"tip"
1683,"Level 42","Love Games",1981,7,1981,48,1,8,"top40"
1684,"The Beatles","Love Me Do",1963,13,1982,46,1,4,"tip"
1685,"Bob Seger","Against The Wind",1980,6,1981,1,1,5,"tip"
1686,"Doe Maar","Pa",1983,1,1983,11,2,9,"top40"
1687,"Deep Purple","Woman From Tokyo",1973,8,1973,17,1,6,"top40"
1688,"The Cranberries","Ode To My Family",1995,19,1995,8,1,6,"top40"
1689,"P!nk","Raise Your Glass",2010,4,2010,50,1,18,"top40"
1690,"ABBA","The Name Of The Game",1977,2,1977,46,1,9,"top40"
1691,"Neil Young","Needle And The Damage Done",1972,,,,,,""
1692,"A-Ha","The Sun Always Shines On TV",1986,5,1986,10,1,10,"top40"
1693,"Madonna","La Isla Bonita",1987,2,1987,20,2,13,"top40"
1694,"Arcade Fire","We Used To Wait",2010,,,,,,""
1695,"Golden Earrings","Sound Of The Screaming Day",1967,4,1967,35,1,13,"top40"
1696,"Billy Paul","Me And Mrs. Jones",1973,9,1973,5,1,8,"top40"
1697,"Gossip","Heavy Cross",2009,28,2009,29,1,4,"top40"
1698,"Katy Perry","Roar",2013,2,2013,38,1,24,"top40"
1699,"Philip Lynott","Old Town",1982,5,1983,3,1,6,"tip"
1700,"Led Zeppelin","Black Dog",1971,22,1972,4,2,4,"top40"
1701,"Thin Lizzy","Still In Love With You",1974,,,,,,""
1702,"Ramones","Rock 'n Roll Highschool",1980,8,1980,12,1,10,"top40"
1703,"Racoon","Brother",2006,14,2006,44,2,17,"top40"
1704,"Jamiroquai","Seven Days In Sunny June",2005,9,2005,42,1,7,"tip"
1705,"Genesis","Invisible Touch",1986,2,1986,28,1,8,"tip"
1706,"Spider Murphy Gang","Skandal Im Sperrbezirk",1982,5,1982,23,2,8,"top40"
1707,"Herman van Veen","Toveren",1987,36,1987,44,1,3,"top40"
1708,"Rihannna & Kanye West & Paul McCartney","FourFiveSeconds",2015,2,2015,12,3,24,"top40"
1709,"Weather Girls","It's Raining Men",1983,31,1983,47,1,4,"top40"
1710,"Eagle Eye Cherry","Save Tonight",1998,8,1998,13,1,12,"top40"
1711,"The Trammps","Shout",1975,5,1975,5,2,12,"top40"
1712,"Commodores","Three Times A Lady",1978,3,1978,40,3,12,"top40"
1713,"Steely Dan","Do It Again",1972,15,1973,1,2,6,"top40"
1714,"Bomfunk MC's","Freestyler",2000,1,2000,13,5,16,"top40"
1715,"Neil Diamond","Song Sung Blue",1972,4,1972,23,2,11,"top40"
1716,"Kid Rock","All Summer Long",2008,2,2008,33,2,18,"top40"
1717,"Eminem","Without Me",2002,1,2002,24,2,14,"top40"
1718,"Taylor Swift","Shake It Off",2014,5,2014,44,2,13,"top40"
1719,"Shawn Mendes","Mercy",2016,5,2016,47,4,11,"top40"
1720,"Outkast","Ms Jackson",2000,1,2001,5,1,11,"top40"
1721,"The Pointer Sisters","Fire",1979,1,1979,10,4,12,"top40"
1722,"Rihanna","Diamonds",2012,3,2012,41,5,26,"top40"
1723,"Amy Winehouse","Our Day Will Come",2011,12,2012,1,1,8,"tip"
1724,"Ike & Tina Turner","Nutbush City Limits",1974,12,1978,35,2,9,"top40"
1725,"van Morrison","Into The Mystic",1970,,,,,,""
1726,"Maroon 5","Sugar",2015,9,2015,10,1,17,"top40"
1727,"ABBA","S.O.S.",1975,2,1975,26,2,10,"top40"
1728,"The Fugees","Killing Me Softly",1996,1,1996,27,6,15,"top40"
1729,"Elvis Costello","Good Year For The Roses",1981,14,1981,51,1,7,"top40"
1730,"The Police","Can't Stand Losing You",1979,9,1979,38,2,9,"top40"
1731,"Tom Odell","Grow Old With Me",2013,,,,,,""
1732,"Eagles","Peaceful Easy Feelin'",1972,,,,,,""
1733,"Metallica","Memory Remains",1997,17,1997,48,1,3,"top40"
1734,"Magna Carta","Lord Of The Ages",1973,,,,,,""
1735,"Chemical Brothers","Galvanize",2005,10,2005,6,2,8,"top40"
1736,"David Bowie","Blackstar",2016,,,,,,""
1737,"Paul Simon","Boy In The Bubble",1987,23,1987,5,2,6,"top40"
1738,"Bastille","Good Grief",2016,13,2016,38,2,19,"top40"
1739,"A Balladeer","Swim With Sam",2006,,,,,,""
1740,"Elton John","Can You Feel The Love Tonight",1994,14,1995,8,1,14,"top40"
1741,"Bee Gees","Don't Forget To Remember",1969,1,1969,37,2,13,"top40"
1742,"The Sweet","The Ballroom Blitz",1973,4,1973,40,2,8,"top40"
1743,"Oasis","Live Forever",1994,8,1996,35,1,5,"tip"
1744,"Prodigy","No Good (Start The Dance)",1994,2,1994,32,1,13,"top40"
1745,"Eminem","Real Slim Shady",2000,6,2000,27,3,12,"top40"
1746,"ABBA","Super Trouper",1980,1,1980,49,2,10,"top40"
1747,"Billy Idol","White Wedding",1982,,,,,,""
1748,"Peter Sarstedt","Where Do You Go To My Lovely",1969,4,1969,14,1,9,"top40"
1749,"Therapy","Diane",1995,11,1996,4,1,9,"top40"
1750,"One Direction","Story Of My Life",2013,20,2013,46,1,10,"top40"
1751,"The Rolling Stones","Time Is On My Side",1965,10,1965,1,1,7,"top40"
1752,"Jon & Vangelis","I'll Find My Way Home",1982,4,1982,5,3,10,"top40"
1753,"Het Goede Doel","Hou Van Mij",1983,29,1983,18,1,4,"top40"
1754,"The Beatles","I Saw Her Standing There",1963,,,,,,""
1755,"Macklemore & Ryan Lewis","Thrift Shop",2013,1,2013,11,1,27,"top40"
1756,"Whitney Houston","Greatest Love Of All",1986,17,1986,26,2,8,"top40"
1757,"Elvis Presley","You're The Devil In Disguise",1963,,,,,,""
1758,"Avicii","Addicted To You",2014,6,2014,10,6,21,"top40"
1759,"Michael Bublé","Everything",2007,9,2007,21,1,19,"top40"
1760,"Claw Boys Claw","Rosie",1992,20,1993,4,1,6,"top40"
1761,"Prince","Alphabet Street",1988,5,1988,22,1,10,"top40"
1762,"Michael Prins","Close To You",2013,22,2013,33,1,8,"top40"
1763,"Green Day","When I Come Around",1995,2,1995,30,2,8,"tip"
1764,"Billy Idol","Eyes Without A Face",1984,24,1984,33,1,6,"top40"
1765,"The Clash","Rock The Casbah",1982,21,1982,36,1,5,"top40"
1766,"Kate Bush","Babooshka",1980,15,1980,35,1,7,"top40"
1767,"USA For Africa","We Are The World",1985,1,1985,16,6,16,"top40"
1768,"The Beatles","Eight Days A Week",1965,2,1965,10,5,17,"top40"
1769,"The Beatles","Sgt Pepper's Lonely Hearts Club Band",1967,,,,,,""
1770,"Nathaniel Rateliff & The Night Sweats","S.O.B.",2015,,,,,,""
1771,"Prince","I Could Never Take The Place Of Your Man",1987,22,1987,52,1,5,"top40"
1772,"Sam Hunt","Take Your Time",2015,9,2015,43,1,22,"top40"
1773,"Elvis vs JXL","A Little Less Conversation",2002,2,2002,27,4,15,"top40"
1774,"Dusty Springfield","I Close My Eyes (And Count To Ten)",1968,8,1968,34,2,5,"tip"
1775,"Phil Collins","Something Happened On The Way To Heaven",1990,5,1990,21,1,8,"top40"
1776,"The Babys","A Piece Of The Action",1978,17,1978,12,1,7,"top40"
1777,"The Smashing Pumpkins","Tonight Tonight",1995,5,1996,21,1,4,"tip"
1778,"ABC","All Of My Heart",1982,19,1982,40,1,5,"top40"
1779,"Reamonn","Supergirl",2000,3,2001,24,4,15,"top40"
1780,"Buffalo Springfield","For What It's Worth",1967,,,,,,""
1781,"Bløf","Hier",2000,15,2000,37,1,10,"top40"
1782,"Amy Macdonald","Mr. Rock & Roll",2008,3,2008,41,2,14,"top40"
1783,"Lenny Kravitz","Always On The Run",1991,5,1991,18,1,8,"top40"
1784,"Supertramp","Goodbye Stranger",1979,10,1979,46,1,4,"tip"
1785,"Twarres","Wer Bisto",2000,1,2000,45,6,21,"top40"
1786,"Bill Medley & Jennifer Warnes","I've Had The Time Of My Life",1987,1,1988,4,9,19,"top40"
1787,"André Hazes","'n Beetje Verliefd",1981,3,1981,41,2,13,"top40"
1788,"The Boomtown Rats","I Don't Like Mondays",1979,2,1979,38,2,11,"top40"
1789,"Simply Red","Home",2003,7,2004,18,1,7,"tip"
1790,"Jim Croce","I Got A Name",1975,25,1975,36,1,3,"top40"
1791,"Nirvana","Rape Me",1993,,,,,,""
1792,"The Cats","Why",1969,1,1969,12,5,13,"top40"
1793,"Enrique Iglesias","Hero",2001,3,2001,50,2,15,"top40"
1794,"Dotan","Fall",2014,29,2014,45,1,7,"top40"
1795,"Joe Jackson","Steppin' Out",1982,12,1982,49,1,4,"tip"
1796,"Pussycat","Mississippi",1975,1,1975,50,4,13,"top40"
1797,"Bette Midler","Wind Beneath My Wings",1988,,,,,,""
1798,"White Lies","Farewell To The Fairground",2009,,,,,,""
1799,"Mecano","Hijo De La Luna",1990,3,1990,29,1,10,"top40"
1800,"Crosby, Stills & Nash","Suite Judy Blue Eyes",1969,2,1969,42,1,6,"tip"
1801,"U2","Every Breaking Wave",2014,3,2015,3,1,8,"tip"
1802,"Roxy Music","Jealous Guy",1981,7,1981,17,2,10,"top40"
1803,"Traveling Wilburys","Handle With Care",1988,24,1988,49,2,7,"top40"
1804,"Boney M","Rivers Of Babylon",1978,1,1978,17,9,19,"top40"
1805,"Ellie Goulding","Love Me Like You Do",2015,2,2015,9,3,24,"top40"
1806,"Elvis Presley","Guitar Man",1972,3,1968,15,1,3,"tip"
1807,"Elton John","Sorry Seems To Be The Hardest Word",1976,14,1977,1,1,6,"top40"
1808,"K's Choice","Everything For Free",1998,2,1998,32,1,9,"tip"
1809,"Ramses Shaffy","We Zullen Doorgaan",1975,13,1975,23,2,5,"top40"
1810,"Laura Pausini","La Solitudine",1993,1,1994,2,1,19,"top40"
1811,"Eminem","Cleanin' Out My Closet",2002,6,2002,42,1,10,"top40"
1812,"Bob Dylan","Subterranean Homesick Blues",1965,26,1965,29,1,9,"top40"
1813,"Chef'Special","On Shoulders",2014,1,2014,48,1,9,"tip"
1814,"Queens Of The Stone Age","I Sat By The Ocean",2013,9,2013,30,1,7,"tip"
1815,"Axwell And Ingrosso","Sun Is Shining",2015,6,2015,36,2,20,"top40"
1816,"Chemical Brothers","Hey Boy Hey Girl",1999,25,1999,27,1,5,"top40"
1817,"Stereophonics","Dakota",2005,,,,,,""
1818,"Radiohead","High And Dry",1995,,,,,,""
1819,"Billy Joel","We Didn't Start The Fire",1989,11,1989,43,1,7,"top40"
1820,"The Doors","Waiting For The Sun",1971,17,1971,45,2,5,"top40"
1821,"Slade","Merry Xmas Everybody",1973,3,1974,1,2,10,"top40"
1822,"Womack & Womack","Teardrops",1988,1,1988,43,6,14,"top40"
1823,"The Smashing Pumpkins","Bullet With Butterfly Wings",1995,,,,,,""
1824,"Johan","Tumble And Fall",2001,16,2001,33,1,4,"tip"
1825,"Roxy Music","If There's Something",1972,,,,,,""
1826,"Golden Earring","Bombay",1976,7,1977,1,2,9,"top40"
1827,"Shirley Bassey","This Is My Life",1979,4,1979,34,2,10,"top40"
1828,"Eagles","Witchy Woman",1972,7,1972,47,2,6,"tip"
1829,"U2","Walk On",2000,10,2001,48,2,9,"top40"
1830,"Yazoo","Don't Go",1982,2,1982,39,1,10,"top40"
1831,"Van Dik Hout","Meer Dan Een Ander",1994,18,1994,52,1,3,"tip"
1832,"Paul Young","Love Of The Common People",1984,1,1984,4,4,10,"top40"
1833,"Volbeat","Sad Man's Tongue",2007,,,,,,""
1834,"Michael Jackson","I Just Can't Stop Loving You",1987,1,1987,35,4,11,"top40"
1835,"Aerosmith","Crazy",1993,30,1994,26,1,4,"top40"
1836,"The Backstreet Boys","As Long As You Love Me",1997,4,1997,44,2,15,"top40"
1837,"The Walker Brothers","No Regrets",1976,7,1976,14,1,9,"top40"
1838,"Village People","YMCA",1978,1,1979,3,3,14,"top40"
1839,"Ekseption","Air",1969,2,1969,43,4,16,"top40"
1840,"Florence & The Machine","Ship To Wreck",2015,,,,,,""
1841,"Bløf","Open Je Ogen",2014,2,2014,29,2,7,"tip"
1842,"Status Quo","In The Army Now",1986,11,1986,48,2,7,"top40"
1843,"Daniel Lohues","Op 't Platteland",2014,,,,,,""
1844,"Michael Jackson","P.Y.T.",1982,13,1984,13,1,7,"top40"
1845,"Billy Joel","Uptown Girl",1983,8,1983,49,2,8,"top40"
1846,"Otis Redding","I've Been Loving You Too Long",1965,,,,,,""
1847,"Deep Blue Something","Breakfast At Tiffany's",1996,17,1996,36,1,10,"top40"
1848,"Elbow","Grounds For Divorce",2008,,,,,,""
1849,"Rod Stewart","You're In My Heart",1977,7,1977,48,2,13,"top40"
1850,"Haddaway","What Is Love",1992,1,1993,20,6,18,"top40"
1851,"Deus","Hotel Lounge",1994,,,,,,""
1852,"John Mayer","Who Says",2009,18,2009,48,1,7,"top40"
1853,"The Clash","Magnificent Seven",1980,33,1981,28,1,4,"top40"
1854,"Douwe Bob","Slow Down",2016,18,2016,22,1,10,"top40"
1855,"George Baker Selection","Una Paloma Blanca",1975,1,1975,16,3,14,"top40"
1856,"Van Morrison","Bright Side Of The Road",1979,17,1979,40,1,3,"tip"
1857,"Bryan Ferry","Let's Stick Together",1976,5,1976,35,1,14,"top40"
1858,"Jeff Buckley","Last Goodbye",1994,,,,,,""
1859,"Adele","Million Years Ago",2016,,,,,,""
1860,"Clouseau","Domino",1990,10,1991,3,1,8,"top40"
1861,"Cyndi Lauper","Girls Just Want To Have Fun",1984,3,1984,14,2,11,"top40"
1862,"Dave Berry","This Strange Effect",1965,1,1965,43,3,35,"top40"
1863,"Kraftwerk","The Model",1978,14,1982,10,1,7,"tip"
1864,"Swedish House Mafia Feat. John Martin","Don't You Worry Child",2012,5,2012,43,1,20,"top40"
1865,"Golden Earring","I've Just Lost Somebody",1968,13,2005,9,1,4,"top40"
1866,"Jett Rebel","Tonight",2014,,,,,,""
1867,"Snow Patrol Feat. Martha Wainright","Set The Fire To The Third Bar",2006,,,,,,""
1868,"Joe Cocker & Jennifer Warnes","Up Where We Belong",1982,6,1983,2,1,6,"tip"
1869,"Enigma","Sadeness Part 1",1990,1,1990,50,1,13,"top40"
1870,"Foreigner","That Was Yesterday",1985,28,1985,20,1,5,"top40"
1871,"Handsome Poets","Sky On Fire",2012,3,2012,34,1,10,"top40"
1872,"Johnny Guitar Watson","A Real Mother For Ya",1977,3,1977,31,2,11,"top40"
1873,"Stealers Wheel","Late Again",1973,4,1973,28,2,11,"top40"
1874,"The Beatles","Here There And Everywhere",1966,,,,,,""
1875,"David Bowie","Blue Jean",1984,10,1984,41,2,8,"top40"
1876,"Michael Bublé","It's  A Beautiful Day",2013,13,2013,20,1,16,"top40"
1877,"The Mavericks","Dance The Night Away",1998,23,1998,32,1,8,"top40"
1878,"Icehouse","Crazy",1987,9,1987,48,2,8,"top40"
1879,"The Sweet","Fox On The Run",1975,2,1975,17,1,10,"top40"
1880,"Paul de Leeuw","Ik Wil Niet Dat Je Liegt",1993,1,1994,3,8,19,"top40"
1881,"André Hazes","Het Is Koud Zonder Jou",1980,20,1980,51,2,6,"top40"
1882,"Aerosmith","Crying",1993,7,1993,50,2,13,"top40"
1883,"Van Dik Hout","Laat Het Los",1996,21,1996,51,1,13,"top40"
1884,"Bruce Springsteen","Meeting Across The River",1975,,,,,,""
1885,"Roy Orbison","Oh, Pretty Woman",1964,3,1965,1,3,8,"top40"
1886,"Tröckener Kecks","Met Hart En Ziel",1990,34,1990,48,1,3,"top40"
1887,"Lady Gaga","Poker Face",2009,1,2009,13,8,17,"top40"
1888,"Simply Red","Sunrise",2003,4,2003,17,1,18,"top40"
1889,"Jacques Brel","Voir Un Ami Pleurer",1961,,,,,,""
1890,"Smash Mouth","All Star",1999,38,1999,31,1,2,"top40"
1891,"Julien Clerc","This Melody",1976,1,1976,23,1,10,"top40"
1892,"Vaya Con Dios","What's A Woman",1990,1,1990,25,3,15,"top40"
1893,"Frank Boeijen Groep","Winter In Hamburg",1987,7,1988,2,1,6,"tip"
1894,"Joy Division","Transmission",1979,,,,,,""
1895,"Jackson 5","I Want You Back",1970,13,1970,10,1,6,"top40"
1896,"U2","Elevation",2001,1,2001,32,1,14,"top40"
1897,"Stevie Wonder","As",1976,24,1967,34,1,8,"top40"
1898,"Eva De Roovere","Fantastig Toch",2007,,,,,,""
1899,"Sade","The Sweetest Taboo",1985,14,1985,45,2,9,"top40"
1900,"Joe Cocker","Summer In The City",1994,21,1994,28,2,6,"top40"
1901,"The Who","Who Are You",1978,14,1978,34,1,3,"tip"
1902,"UK","Rendezvous 6:02",1979,24,1979,29,1,4,"top40"
1903,"The Rolling Stones","Memory Motel",1976,,,,,,""
1904,"Wild Cherry","Play That Funky Music",1976,4,1976,43,3,12,"top40"
1905,"Clouseau","Passie",1995,1,1995,31,1,18,"top40"
1906,"Diesel","Sausolito Summernight",1980,35,1980,43,1,3,"top40"
1907,"The Rolling Stones","Dead Flowers",1971,,,,,,""
1908,"Buddy Holly","Peggy Sue",1957,,,,,,""
1909,"Stevie Wonder","Master Blaster (Jammin')",1980,2,1980,43,2,13,"top40"
1910,"Run-D.M.C.","Walk This Way",1986,2,1986,40,2,10,"top40"
1911,"Fleetwood Mac","You Make Lovin' Fun",1978,27,1978,4,2,5,"top40"
1912,"Nirvana","All Apologies",1993,,,,,,""
1913,"Marilyn Manson","Beautiful People",1996,,,,,,""
1914,"Pet Shop Boys","Go West",1993,3,1993,48,1,13,"top40"
1915,"Steely Dan","Reelin' In The Years",1973,6,1973,25,1,5,"tip"
1916,"Ekseption","The 5th",1969,,,,,,""
1917,"INXS","Suicide Blonde",1990,5,1990,42,2,9,"top40"
1918,"John Lennon","Woman",1981,21,1981,13,1,5,"top40"
1919,"Loreen","Euphoria",2012,2,2012,23,1,26,"top40"
1920,"ZZ Top","Legs",1985,35,1985,20,1,3,"top40"
1921,"Neil Young","Southern Man",1970,,,,,,""
1922,"Janis Joplin","Try (just A Little Bit Harder)",1967,,,,,,""
1923,"3JS","Geloven In Het Leven",2010,10,2010,25,1,6,"tip"
1924,"Chaka Khan","I'm Every Woman",1979,9,1989,23,2,7,"top40"
1925,"Jack Johnson","Sitting, Waiting, Wishing",2005,32,2005,29,1,4,"top40"
1926,"Maitre Gims","J'me Tire",2013,7,2013,50,7,30,"top40"
1927,"Nielson & Miss Montreal","Hoe",2013,4,2013,24,3,24,"top40"
1928,"Raymond van het Groenewoud","Je Veux De L'amour",1980,,,,,,""
1929,"Dire Straits","Water Of Love",1978,10,1978,47,1,5,"tip"
1930,"UB40 & Chrissie Hynde","I Got You Babe",1985,1,1985,40,1,15,"top40"
1931,"Caro Emerald","Back It Up",2009,12,2009,39,1,12,"top40"
1932,"Stone Roses","Fools Gold",1990,8,1990,9,2,8,"top40"
1933,"Manfred Mann's Earth Band","Davy's On The Road Again",1978,15,1978,35,1,6,"top40"
1934,"Booker T & The MG's","Green Onions",1962,,,,,,""
1935,"Rod Stewart","I Don't Want To Talk About It",1977,3,1977,28,2,10,"top40"
1936,"Bee Gees","To Love Somebody",1967,13,1967,34,1,8,"top40"
1937,"Alan Walker","Faded",2016,2,2016,9,6,24,"top40"
1938,"Adamski","Killer",1990,2,1990,32,3,12,"top40"
1939,"Steely Dan","Rikki Don't Lose That Number",1974,19,1974,27,1,5,"top40"
1940,"The Byrds","Turn Turn Turn",1965,15,1965,52,2,11,"top40"
1941,"Sam Smith","I'm Not The Only One",2014,16,2014,45,3,23,"top40"
1942,"Coldplay","Atlas",2013,17,2013,38,2,7,"top40"
1943,"Anouk","Sacrifice",1998,7,1998,40,1,14,"top40"
1944,"Elton John","Daniel",1973,14,1973,9,1,7,"top40"
1945,"XTC","Making Plans For Nigel",1979,32,1979,47,2,3,"top40"
1946,"Editors","Ocean Of Night",2015,,,,,,""
1947,"The Cure","Lovesong",1989,17,1989,40,1,4,"tip"
1948,"André Hazes","'n Vriend",1980,21,1980,42,1,6,"top40"
1949,"Ben Howard","The Fear",2012,9,2013,2,1,9,"tip"
1950,"Robert Palmer","Every Kinda People",1978,16,1978,44,1,3,"tip"
1951,"The Script","For The First Time",2010,16,2010,40,1,8,"top40"
1952,"America","Ventura Highway",1972,17,1972,45,1,3,"tip"
1953,"The Beatles","Lady Madonna",1968,3,1968,13,2,9,"top40"
1954,"U2","Mysterious Ways",1991,8,1991,51,1,7,"top40"
1955,"INXS","Original Sin",1984,29,1984,12,1,4,"top40"
1956,"Beastie Boys","Fight For Your Right (To Party)",1987,10,1987,16,1,7,"top40"
1957,"The Doors","Crystal Ship",1967,,,,,,""
1958,"Joy Division","Atmosphere",1980,,,,,,""
1959,"Lenny Kravitz","It Ain't Over Till It's Over",1991,9,1991,25,2,8,"top40"
1960,"Heart","Magic Man",1976,7,1977,4,3,10,"top40"
1961,"2 Brothers On The 4th Floor","Never Alone",1993,2,1994,7,3,19,"top40"
1962,"Chicago","You're The Inspiration",1985,36,1985,11,1,3,"top40"
1963,"The Righteous Brothers","You've Lost That Loving Feeling",1965,,,,,,""
1964,"Billy Joel","Just The Way You Are",1978,4,1978,13,2,4,"tip"
1965,"Joe Jackson","Slow Song",1982,,,,,,""
1966,"Nancy Sinatra","These Boots Are Made For Walking",1966,1,1966,12,5,16,"top40"
1967,"The Beatles","And I Love Her",1964,,,,,,""
1968,"Crosby, Stills, Nash & Young","Helpless",1970,,,,,,""
1969,"The Beatles","I Want To Hold Your Hand",1964,,,,,,""
1970,"Volumia!","Hou Me Vast",1998,2,1998,41,3,18,"top40"
1971,"The Beatles","Can't Buy Me Love",1964,,,,,,""
1972,"Bløf","Dichterbij Dan Ooit",2001,12,2001,46,2,10,"top40"
1973,"Heart","All I Wanna Do Is Make Love To You",1990,5,1990,22,3,10,"top40"
1974,"Blondie","Heart Of Glass",1979,5,1979,10,1,8,"top40"
1975,"The Osmonds","Crazy Horses",1972,1,1972,51,7,13,"top40"
1976,"The Walker Brothers","The Sun Ain't Gonna Shine Anymore",1966,9,1966,19,2,12,"top40"
1977,"Keane","This Is The Last Time",2005,3,2005,18,1,12,"top40"
1978,"Kaiser Chiefs","I Predict A Riot",2005,,,,,,""
1979,"Jan Smit","Als De Morgen Is Gekomen",2006,1,2006,36,5,16,"top40"
1980,"Procol Harum","Homburg",1967,1,1967,45,3,12,"top40"
1981,"Donovan","Atlantis",1969,1,1969,9,3,12,"top40"
1982,"The Weeknd","Can't Feel My Face",2015,2,2015,35,3,29,"top40"
1983,"Q65","Ann",1966,19,1966,46,1,7,"top40"
1984,"Suzanne Vega","Luka",1987,26,1987,27,2,4,"top40"
1985,"Pink Floyd","See Emily Play",1967,7,1967,31,1,3,"tip"
1986,"David Gray","Babylon",2000,2,2000,36,1,5,"tip"
1987,"The Monkees","Daydream Believer",1967,4,1968,1,3,12,"top40"
1988,"Pulp","Common People",1995,,,,,,""
1989,"Billie Holiday","Strange Fruit",1939,,,,,,""
1990,"Natalie Imbruglia","Torn",1997,2,1998,4,1,17,"top40"
1991,"Earth Wind & Fire","After The Love Has Gone",1979,20,1979,36,1,6,"top40"
1992,"The Kooks","Naïve",2006,,,,,,""
1993,"Small Faces","Tin Soldier",1968,5,1968,5,3,11,"top40"
1994,"Herman Brood & His Wild Romance","I Love You Like I Love Myself",1980,13,1979,47,1,6,"top40"
1995,"Propaganda","Duel (Eye To Eye)",1985,5,1985,31,2,11,"top40"
1996,"Eagles","I Can't Tell You Why",1979,4,1980,16,1,4,"tip"
