"rank","artist","title","releaseYear","listHighestRank","listYear","listWeek","listNumWeeksBest","listNumWeeks","listType"
780,"The Jimi Hendrix Experience","The Wind Cries Mary",1967,7,1967,26,2,8,"top40"
781,"The Beatles","Something",1969,,,,,,""
782,"Bob Dylan","Knocking On Heaven's Door",1973,11,1973,40,1,3,"tip"
783,"Anita Meyer","Why Tell Me Why",1981,1,1981,39,6,14,"top40"
784,"Bryan Adams","(Everything I Do) I Do It For You",1991,1,1991,32,11,21,"top40"
785,"Alice Cooper","School's Out",1972,6,1973,7,2,9,"top40"
786,"Split Enz","Message To My Girl",1984,13,1984,37,1,7,"top40"
787,"Iron Butterfly","In-A-Gadda-Da-Vida",1970,9,1970,40,1,10,"top40"
788,"The Beatles","Michelle",1966,1,1966,7,5,16,"top40"
789,"Fish","A Gentleman's Excuse Me",1990,34,1990,23,1,3,"top40"
790,"Aretha Franklin","Respect",1967,11,1967,29,1,12,"top40"
791,"Neil Diamond","Beautiful Noise",1976,4,1976,50,2,11,"top40"
792,"The Clash","London Calling",1979,,,,,,""
793,"Ben E. King","Stand By Me",1987,7,1987,15,1,7,"top40"
794,"Fleetwood Mac","Everywhere",1988,3,1988,21,4,14,"top40"
795,"Gilbert O'Sullivan","Nothing Rhymed",1971,1,1971,5,5,13,"top40"
796,"Skunk Anansie","Weak",1995,35,1996,17,3,3,"top40"
797,"Radiohead","No Surprises",1997,14,1997,49,1,3,"tip"
798,"The Beatles","Fool On The Hill",1967,,,,,,""
799,"The Police","Every Little Thing She Does Is Magic",1981,1,1981,45,3,14,"top40"
800,"Stef Bos","Is Dit Nu Later",1990,,,,,,""
801,"The Fray","How To Save A Life",2007,20,2007,21,1,8,"top40"
802,"Queen","You're My Best Friend",1976,9,1976,35,1,8,"top40"
803,"Led Zeppelin","Immigrant Song",1971,11,1971,6,1,8,"top40"
804,"Madonna","Like A Prayer",1989,2,1989,13,4,11,"top40"
805,"Barry Ryan","Eloise",1968,1,1968,49,4,12,"top40"
806,"4 Non Blondes","What's Up",1993,1,1993,32,10,20,"top40"
807,"Lisa Lois","Hallelujah",2009,1,2009,21,4,15,"top40"
808,"Madonna","Frozen",1998,2,1998,11,4,15,"top40"
809,"Melissa Etheridge","Like The Way I Do",1989,20,1989,29,1,7,"top40"
810,"ABBA","I Have A Dream",1979,1,1980,2,3,11,"top40"
811,"Tina Turner","Private Dancer",1984,4,1984,45,3,10,"top40"
812,"Jason Mraz","I Won't Give Up",2012,3,2012,17,1,24,"top40"
813,"Tori Amos","Winter",1992,,,,,,""
814,"War On Drugs","Under The Pressure",2014,,,,,,""
815,"Marco Borsato","Zij",2002,11,2002,22,1,15,"top40"
816,"The Beatles","Get Back",1969,1,1969,19,2,10,"top40"
817,"Genesis","Jesus He Knows Me",1992,11,1992,33,2,7,"top40"
818,"Lenny Kravitz","Let Love Rule",1989,23,1989,48,1,5,"top40"
819,"Nick Cave & The Bad Seeds","Into My Arms",1997,,,,,,""
820,"Waylon","Wicked Way",2009,10,2009,35,2,11,"top40"
821,"A-Ha","Hunting High And Low",1986,15,1986,34,1,8,"top40"
822,"The Beatles","All You Need Is Love",1967,1,1967,29,3,13,"top40"
823,"Amy Macdonald","This Is The Life",2008,1,2008,23,2,27,"top40"
824,"Depeche Mode","Just Can't Get Enough (live)",1985,5,1985,14,3,10,"top40"
825,"Crowded House","Four Seasons In One Day",1992,10,1992,36,1,4,"tip"
826,"The Offspring","Self Esteem",1995,4,1995,15,2,18,"top40"
827,"The Righteous Brothers","Unchained Melody",1965,1,1990,48,2,23,"top40"
828,"Andrea Bocelli & Sarah Brightman","Time To Say Goodbye",1997,8,1997,8,5,21,"top40"
829,"Muse","Madness",2012,33,2012,37,1,3,"top40"
830,"Franz Ferdinand","Take Me Out",2003,14,2004,14,1,5,"tip"
831,"Leonard Cohen","Famous Blue Raincoat",1971,,,,,,""
832,"Tavares","Heaven Must Be Missing An Angel",1976,1,1976,46,2,15,"top40"
833,"Charles Aznavour","Yesterday When I Was Young",1970,3,1971,3,2,11,"top40"
834,"Cyndi Lauper","True Colours",1986,7,1986,44,2,10,"top40"
835,"Kansas","Carry On Wayward Son",1977,,,,,,""
836,"Radiohead","Fake Plastic Trees",1995,,,,,,""
837,"Sade","Smooth Operator",1984,19,1984,42,1,6,"top40"
838,"Eagles","Tequila Sunrise",1973,,,,,,""
839,"De Dijk","Binnen Zonder Kloppen",1985,11,1985,16,1,4,"tip"
840,"Billy Joel","New York State Of Mind",1976,,,,,,""
841,"Nick & Simon","Pak Maar M'n Hand",2007,12,2007,50,2,9,"top40"
842,"Simon & Garfunkel","Scarborough Fair",1966,,,,,,""
843,"Bastille","Things We Lost In The Fire",2013,2,2013,37,4,4,"tip"
844,"Phil Collins","Can't Stop Loving You",2002,3,2003,1,3,18,"top40"
845,"Status Quo","Down Down",1975,2,1975,11,2,11,"top40"
846,"The Black Eyed Peas","I Gotta Feeling",2009,1,2009,32,2,26,"top40"
847,"Michael Jackson","Heal The World",1992,6,1992,52,2,12,"top40"
848,"Nickelback","How You Remind Me",2001,7,2002,3,1,28,"top40"
849,"Anouk","For Bitter Or Worse",2009,14,2010,11,2,13,"top40"
850,"Queen","'39",1975,,,,,,""
851,"ABBA","Happy New Year",1980,,,,,,""
852,"Andrea Bocelli","Vivo Per Lei",1996,3,1996,44,2,7,"tip"
853,"Coldplay","Everglow",2015,16,2016,3,1,9,"top40"
854,"Peter Gabriel","Biko",1980,,,,,,""
855,"Dexy's Midnight Runners","Come On Eileen",1982,4,1982,42,1,11,"top40"
856,"David Bowie","The Jean Genie",1973,7,1973,10,1,9,"top40"
857,"Tears For Fears","Everybody Wants To Rule The World",1985,2,1985,19,2,12,"top40"
858,"Joe Cocker","Unchain My Heart",1987,26,1987,49,1,5,"top40"
859,"Amy Winehouse","Tears Dry On Their Own",2007,14,2007,38,1,4,"tip"
860,"Talking Heads","Once In A Lifetime",1981,28,1981,10,1,5,"top40"
861,"Rob de Nijs","Het Werd Zomer",1977,10,1977,30,1,8,"top40"
862,"Clannad","In A Lifetime",1986,11,1986,12,2,7,"top40"
863,"Bee Gees","Massachusetts",1967,1,1967,42,3,15,"top40"
864,"Kensington","Done With It",2015,19,2015,46,1,15,"top40"
865,"Adele","Turning Tables",2011,15,2012,8,2,13,"top40"
866,"Daft Punk","One More Time",2000,11,2001,14,1,16,"top40"
867,"Queen","I Want It All",1989,2,1989,23,3,10,"top40"
868,"Dusty Springfield","Son Of A Preacher Man",1968,6,1969,3,1,9,"top40"
869,"Simon & Garfunkel","El Condor Pasa",1970,1,1970,15,7,17,"top40"
870,"Pink Floyd","One Of These Days",1971,,,,,,""
871,"Cheap Trick","I Want You To Want Me",1979,1,1979,20,2,12,"top40"
872,"The Beatles","I Am The Walrus",1967,,,,,,""
873,"Guus Meeuwis","Tranen Gelachen",2007,1,2007,16,2,14,"top40"
874,"Justin Bieber","Sorry",2015,1,2015,49,5,25,"top40"
875,"Train","Drops Of Jupiter (Tell Me)",2001,3,2001,38,1,20,"top40"
876,"Doe Maar","Belle Helene",1982,,,,,,""
877,"Marvin Gaye","Sexual Healing",1982,3,1982,50,4,10,"top40"
878,"Evanescence","Bring Me To Life",2003,6,2003,18,2,10,"top40"
879,"Muse","Undisclosed Desires",2009,4,2010,2,1,7,"tip"
880,"Lukas Graham","7 Years",2015,1,2016,5,2,26,"top40"
881,"Guns N' Roses","Don't Cry",1991,6,1991,40,1,7,"top40"
882,"Linkin Park","Breaking The Habit",2004,19,2004,28,2,9,"top40"
883,"Bruce Springsteen","The Rising",2002,40,2002,30,2,2,"top40"
884,"Green Day","21 Guns",2009,21,2009,32,1,8,"top40"
885,"Keane","Sovereign Light Cafe",2012,2,2012,28,3,8,"tip"
886,"The Who","My Generation",1965,5,1966,4,1,16,"top40"
887,"John Hiatt","Have A Little Faith In Me",1989,11,1989,15,2,7,"top40"
888,"Elton John","Candle In The Wind (1997)",1997,1,1997,39,5,17,"top40"
889,"Faith No More","Epic",1989,7,1990,33,1,5,"tip"
890,"The Cure","Friday I'm In Love",1992,2,1992,27,2,6,"tip"
891,"Krezip","Sweet Goodbyes",2009,2,2009,15,4,25,"top40"
892,"Duran Duran","Ordinary World",1993,14,1993,13,2,8,"top40"
893,"Metallica","The Unforgiven III",2008,,,,,,""
894,"Madness","Baggy Trousers",1980,4,1981,2,1,10,"top40"
895,"Marvin Gaye","I Heard It Through The Grapevine",1969,18,1986,25,2,13,"top40"
896,"Acda En De Munnik","De Kapitein Deel II",2000,24,2000,43,3,7,"top40"
897,"The Blues Brothers","Everybody Needs Somebody To Love",1989,6,1989,13,1,10,"top40"
898,"Anouk","One Word",2005,4,2006,4,1,22,"top40"
899,"Stevie Wonder","I Wish",1977,4,1977,6,1,9,"top40"
900,"Queen","Breakthru",1989,4,1989,32,1,10,"top40"
901,"Chuck Berry","Johnny B. Goode",1958,,,,,,""
902,"Creedence Clearwater Revival","I Heard It Through The Grapevine",1973,13,1973,38,1,5,"top40"
903,"Tina Turner","The Best",1989,5,1989,39,2,11,"top40"
904,"Muse","Time Is Running Out",2004,27,2003,39,1,2,"top40"
905,"Sam Smith","Stay With Me",2014,2,2014,34,2,33,"top40"
906,"The Smashing Pumpkins","Disarm",2003,,,,,,""
907,"Janis Joplin","Mercedes Benz",1970,,,,,,""
908,"Moby","Porcelain",1999,30,2000,26,1,2,"top40"
909,"Muse","Mercy",2015,,,,,,""
